,DFCAt,Participant,Frequence,TypeDistractor,Distance
60,1.27470833021,AN,F2,Td,22.5
61,0.876934800764,AN,F2,Td,22.5
62,2.8601705823,AN,F2,Td,22.5
63,-0.346810409062,AN,F2,Td,22.5
64,0.102442294227,AN,F2,Td,22.5
65,1.08830104521,AN,F2,Td,22.5
66,1.95477251284,AN,F2,Td,22.5
67,-0.0427746636653,AN,F2,Td,22.5
68,2.16860930806,AN,F2,Td,22.5
69,2.31421210612,AN,F2,Td,22.5
70,2.15950942103,AN,F2,Td,22.5
71,-0.10404495459,AN,F2,Td,22.5
72,0.000345493557669,AN,F2,Td,22.5
73,1.60677710023,AN,F2,Td,22.5
74,1.86378564845,AN,F2,Td,22.5
75,0.792926534832,AN,F2,Td,22.5
76,0.677047996685,AN,F2,Td,22.5
77,0.286380688349,AN,F2,Td,22.5
78,1.15657382987,AN,F2,Td,22.5
79,2.27553556604,AN,F2,Td,22.5
80,1.89790514342,AN,F2,Td,22.5
81,0.0729762850515,AN,F2,Td,22.5
82,1.07928612995,AN,F2,Td,22.5
83,-0.686885101884,AN,F2,Td,22.5
84,0.577088842114,AN,F2,Td,22.5
85,1.74323606589,AN,F2,Td,22.5
86,0.929276083217,AN,F2,Td,22.5
87,-0.0155412632919,AN,F2,Td,22.5
88,0.0729762850515,AN,F2,Td,22.5
89,0.42358835504,AN,F2,Td,33.75
90,-0.0538863277431,AN,F2,Td,33.75
91,0.831355159005,AN,F2,Td,33.75
92,0.85401992824,AN,F2,Td,33.75
93,0.908419919706,AN,F2,Td,33.75
94,2.64748833255,AN,F2,Td,33.75
95,1.66383087915,AN,F2,Td,33.75
96,0.357929412893,AN,F2,Td,33.75
97,2.74523914085,AN,F2,Td,33.75
98,0.407738675824,AN,F2,Td,33.75
99,0.0682543760581,AN,F2,Td,33.75
100,0.181382984799,AN,F2,Td,33.75
101,0.919754052334,AN,F2,Td,33.75
102,2.03623414942,AN,F2,Td,33.75
103,0.133864885805,AN,F2,Td,33.75
104,1.91586075546,AN,F2,Td,33.75
105,0.883485797586,AN,F2,Td,33.75
106,2.09302142456,AN,F2,Td,33.75
107,-0.128507889712,AN,F2,Td,33.75
108,0.473405609388,AN,F2,Td,33.75
109,-0.447022195809,AN,F2,Td,33.75
110,0.714220703129,AN,F2,Td,33.75
111,-0.220931211551,AN,F2,Td,33.75
112,0.984041953535,AN,F2,Td,33.75
113,0.231660943651,AN,F2,Td,33.75
114,2.01239492583,AN,F2,Td,33.75
115,0.972701939308,AN,F2,Td,33.75
116,0.993114148372,AN,F2,Td,33.75
117,0.625825283795,AN,F2,Td,33.75
118,3.81335452009,AN,F2,Td,33.75
119,-0.232239120468,AN,F2,Td,33.75
120,0.127518398421,AN,F2,Td,33.75
121,0.0573506565363,AN,F2,Td,33.75
122,-0.311384677338,AN,F2,Td,33.75
123,0.945486949772,AN,F2,Td,33.75
124,0.476272406218,AN,F2,Td,33.75
125,0.607695000744,AN,F2,Td,33.75
126,1.51956496047,AN,F2,Td,33.75
127,0.460413707252,AN,F2,Td,33.75
128,1.2086255553,AN,F2,Td,33.75
129,-0.350520962535,AN,F2,Td,45.0
130,1.71995468396,AN,F2,Td,45.0
131,2.39530000771,AN,F2,Td,45.0
132,1.38947020912,AN,F2,Td,45.0
133,4.98335735609,AN,F2,Td,45.0
134,-0.869824070532,AN,F2,Td,45.0
135,-1.29391077384,AN,F2,Td,45.0
136,0.869431090841,AN,F2,Td,45.0
137,1.01406167796,AN,F2,Td,45.0
138,4.76496815209,AN,F2,Td,45.0
139,4.43971005857,AN,F2,Td,45.0
140,-0.102878921041,AN,F2,Td,45.0
141,3.26232060453,AN,F2,Td,45.0
142,0.910102322325,AN,F2,Td,45.0
143,-0.120896666936,AN,F2,Td,45.0
144,1.03666563021,AN,F2,Td,45.0
145,1.40078357582,AN,F2,Td,45.0
146,-0.0127730666334,AN,F2,Td,45.0
147,1.31707262285,AN,F2,Td,45.0
148,-0.0578295489282,AN,F2,Td,45.0
149,2.0167103154,AN,F2,Td,45.0
150,3.65536412305,AN,F2,Td,45.0
151,4.05769173698,AN,F2,Td,45.0
152,0.0841221938725,AN,F2,Td,45.0
153,0.993719363294,AN,F2,Td,45.0
154,3.93947548944,AN,F2,Td,45.0
155,-0.138913263107,AN,F2,Td,45.0
156,-0.913811051263,AN,F2,Td,45.0
157,4.33005356003,AN,F2,Td,45.0
158,1.30266107934,AN,F2,Td,45.0
159,2.75766200225,AN,F2,Td,45.0
160,-1.06873636788,AN,F2,Td,45.0
161,0.915972674327,AN,F2,Td,45.0
162,-0.898088600463,AN,F2,Td,45.0
163,1.37280560026,AN,F2,Td,45.0
164,3.3821467468,AN,F2,Td,45.0
165,0.204796913602,AN,F2,Td,45.0
166,0.755541541699,AN,F2,Td,45.0
167,0.47102195912,AN,F2,Td,45.0
168,0.313064279951,AN,F2,Td,45.0
169,4.58478790673,AN,F2,Td,45.0
170,1.03577933276,AN,F2,Td,45.0
171,4.4278479357,AN,F2,Td,45.0
172,-0.74755283996,AN,F2,Td,45.0
173,2.37194595235,AN,F2,Td,45.0
174,1.01091047096,AN,F2,Td,45.0
175,2.28123057096,AN,F2,Td,45.0
176,1.11718035331,AN,F2,Td,45.0
177,3.32307959489,AN,F2,Td,45.0
178,0.547772660551,AN,F2,Td,45.0
179,0.798466450321,AN,F2,Td,45.0
180,0.189061881723,AN,F2,Td,56.25
181,1.47834965315,AN,F2,Td,56.25
182,-0.127208673844,AN,F2,Td,56.25
183,0.445070291612,AN,F2,Td,56.25
184,1.66107822205,AN,F2,Td,56.25
185,-0.0442563638515,AN,F2,Td,56.25
186,-0.917089340376,AN,F2,Td,56.25
187,1.01413631144,AN,F2,Td,56.25
188,1.74683960058,AN,F2,Td,56.25
189,-1.96856168789,AN,F2,Td,56.25
190,-1.15147982241,AN,F2,Td,56.25
191,-0.646657038687,AN,F2,Td,56.25
192,-0.469911085163,AN,F2,Td,56.25
193,0.238446468147,AN,F2,Td,56.25
194,-0.409471843402,AN,F2,Td,56.25
195,0.00732329444073,AN,F2,Td,56.25
196,0.144175453985,AN,F2,Td,56.25
197,-0.660074947304,AN,F2,Td,56.25
198,0.177839500164,AN,F2,Td,56.25
199,0.586659904332,AN,F2,Td,56.25
200,0.685593717519,AN,F2,Td,56.25
201,1.86197652311,AN,F2,Td,56.25
202,1.06592883778,AN,F2,Td,56.25
203,3.37798336598,AN,F2,Td,56.25
204,3.87695095992,AN,F2,Td,56.25
205,0.0185377458753,AN,F2,Td,56.25
206,2.10592869515,AN,F2,Td,56.25
207,2.65871630536,AN,F2,Td,56.25
208,-0.0656669445926,AN,F2,Td,56.25
209,1.2877275974,AN,F2,Td,56.25
210,1.22237506455,AN,F2,Td,56.25
211,-0.2673719506,AN,F2,Td,56.25
212,3.04588485469,AN,F2,Td,56.25
213,3.32459310087,AN,F2,Td,56.25
214,-0.956277569759,AN,F2,Td,56.25
215,0.459563499161,AN,F2,Td,56.25
216,-0.459946306513,AN,F2,Td,56.25
217,0.783326677158,AN,F2,Td,56.25
218,0.670863604884,AN,F2,Td,56.25
219,0.0823602500466,AN,F2,Td,56.25
220,-0.690368317459,AN,F2,Td,56.25
221,-0.453231373789,AN,F2,Td,56.25
222,-0.343525624754,AN,F2,Td,56.25
223,-1.65626544482,AN,F2,Td,56.25
224,0.412381876878,AN,F2,Td,56.25
225,-0.4688992351,AN,F2,Td,56.25
226,-0.437562410882,AN,F2,Td,56.25
227,0.961114025824,AN,F2,Td,56.25
228,0.639382501191,AN,F2,Td,56.25
229,-0.47561369503,AN,F2,Td,56.25
230,-0.958510680495,AN,F2,Td,56.25
231,1.0782011954,AN,F2,Td,56.25
232,0.823824960084,AN,F2,Td,56.25
233,-1.07374713423,AN,F2,Td,67.5
234,0.877796044564,AN,F2,Td,67.5
235,3.59171113307,AN,F2,Td,67.5
236,-0.704993075306,AN,F2,Td,67.5
237,-1.71170913568,AN,F2,Td,67.5
238,1.342076276,AN,F2,Td,67.5
239,0.620262312034,AN,F2,Td,67.5
240,-0.524793817353,AN,F2,Td,67.5
241,2.79409201032,AN,F2,Td,67.5
242,0.770268094235,AN,F2,Td,67.5
243,-1.75592409003,AN,F2,Td,67.5
244,-0.700545776539,AN,F2,Td,67.5
245,-1.8575740509,AN,F2,Td,67.5
246,-1.0626509501,AN,F2,Td,67.5
247,1.07506049473,AN,F2,Td,67.5
248,0.385382899176,AN,F2,Td,67.5
249,0.568791020019,AN,F2,Td,67.5
250,1.11318747223,AN,F2,Td,67.5
251,0.658313978479,AN,F2,Td,67.5
252,0.10386616195,AN,F2,Td,67.5
253,-0.190646776065,AN,F2,Td,67.5
254,1.06609033101,AN,F2,Td,67.5
255,0.584454928889,AN,F2,Td,67.5
256,-0.4223828217,AN,F2,Td,67.5
257,-1.0826235893,AN,F2,Td,67.5
258,0.17085983585,AN,F2,Td,67.5
259,1.86344114654,AN,F2,Td,67.5
260,0.214674274596,AN,F2,Td,67.5
261,-0.587158868913,AN,F2,Td,67.5
262,-0.742680488071,AN,F2,Td,67.5
263,-0.128734417323,AN,F2,Td,67.5
264,2.28638953973,AN,F2,Td,67.5
265,-0.00838538358034,AN,F2,Td,67.5
266,-0.164379292888,AN,F2,Td,67.5
267,0.565365258701,AN,F2,Td,67.5
268,-0.633829108317,AN,F2,Td,67.5
269,-1.23723633602,AN,F2,Td,67.5
270,-0.767107635322,AN,F2,Td,67.5
271,0.639151162755,AN,F2,Td,67.5
272,1.10031249698,AN,F2,Td,67.5
273,-0.135418324722,AN,F2,Td,67.5
274,-0.711586671557,AN,F2,Td,67.5
275,1.30208340199,AN,F2,Td,67.5
276,0.391063369398,AN,F2,Td,67.5
277,-1.13533349331,AN,F2,Td,67.5
278,0.706251053096,AN,F2,Td,67.5
279,0.856181511635,AN,F2,Td,67.5
280,0.592193576614,AN,F2,Td,67.5
281,1.60955049161,AN,F2,Td,67.5
282,-0.349182337394,AN,F2,Td,67.5
283,0.172274064005,AN,F2,Td,67.5
284,-0.453751022778,AN,F2,Td,67.5
285,1.73534072763,AN,F2,Td,67.5
286,0.824844372721,AN,F2,Td,67.5
287,-0.0641116200334,AN,F2,Td,67.5
288,-0.192051501261,AN,F2,Td,78.75
289,4.46192488445,AN,F2,Td,78.75
290,0.470416194381,AN,F2,Td,78.75
291,0.412524377243,AN,F2,Td,78.75
292,-0.493587819825,AN,F2,Td,78.75
293,0.250075123844,AN,F2,Td,78.75
294,0.250075123844,AN,F2,Td,78.75
295,-0.75479280661,AN,F2,Td,78.75
296,-0.112147686382,AN,F2,Td,78.75
297,0.00777392171107,AN,F2,Td,78.75
298,-0.531243494654,AN,F2,Td,78.75
299,-0.816714911229,AN,F2,Td,78.75
300,-0.593246758258,AN,F2,Td,78.75
301,1.84008136981,AN,F2,Td,78.75
302,-0.94932817567,AN,F2,Td,78.75
303,1.28936984283,AN,F2,Td,78.75
304,1.91181670657,AN,F2,Td,78.75
305,0.461508635396,AN,F2,Td,78.75
306,0.0144385351032,AN,F2,Td,78.75
307,-0.156543057148,AN,F2,Td,78.75
308,-1.01559513507,AN,F2,Td,78.75
309,-1.31346416973,AN,F2,Td,78.75
310,1.30725761484,AN,F2,Td,78.75
311,3.05565480125,AN,F2,Td,78.75
312,1.02346619704,AN,F2,Td,78.75
313,2.31348375614,AN,F2,Td,78.75
314,0.42365607411,AN,F2,Td,78.75
315,0.641965806292,AN,F2,Td,78.75
316,0.370229791291,AN,F2,Td,78.75
317,0.114436584335,AN,F2,Td,78.75
318,-0.0744030804366,AN,F2,Td,78.75
319,0.00543184367128,AN,F2,Td,78.75
320,-0.214128087614,AN,F2,Td,78.75
321,-0.00788251051926,AN,F2,Td,78.75
322,0.0653586044807,AN,F2,Td,78.75
323,0.0742383316782,AN,F2,Td,78.75
324,-0.70546947397,AN,F2,Td,78.75
325,0.438676797856,AN,F2,Td,78.75
326,-1.06972374143,AN,F2,Td,78.75
327,-0.577237697517,AN,F2,Td,78.75
328,-0.77396679797,AN,F2,Td,78.75
329,-0.479893380943,AN,F2,Td,78.75
330,1.37513529596,AN,F2,Td,78.75
331,-0.251802893767,AN,F2,Td,78.75
332,0.962109198817,AN,F2,Td,78.75
333,0.0231858475121,AN,F2,Td,78.75
334,0.785990752548,AN,F2,Td,78.75
335,1.09374128061,AN,F2,Td,78.75
336,0.505419262434,AN,F2,Td,78.75
337,-0.189745964062,AN,F2,Td,78.75
338,3.65439751221,AN,F2,Td,78.75
339,1.80911710915,AN,F2,Td,78.75
340,0.56550745976,AN,F2,Td,78.75
341,0.00987018063135,AN,F2,Td,78.75
342,-0.882911621413,AN,F2,Td,90.0
343,-1.7262659352,AN,F2,Td,90.0
344,2.16969480387,AN,F2,Td,90.0
345,0.153002744269,AN,F2,Td,90.0
346,0.558119661257,AN,F2,Td,90.0
347,-0.762039445203,AN,F2,Td,90.0
348,-0.348162012281,AN,F2,Td,90.0
349,2.19875139031,AN,F2,Td,90.0
350,-0.893895237997,AN,F2,Td,90.0
351,-0.827981609153,AN,F2,Td,90.0
352,1.74102003844,AN,F2,Td,90.0
353,-1.78740789542,AN,F2,Td,90.0
354,-0.693869397409,AN,F2,Td,90.0
355,1.60501462594,AN,F2,Td,90.0
356,1.11084147596,AN,F2,Td,90.0
357,-0.46274802058,AN,F2,Td,90.0
358,2.10042202752,AN,F2,Td,90.0
359,-1.18137986593,AN,F2,Td,90.0
360,-0.127573732394,AN,F2,Td,90.0
361,-1.11559266053,AN,F2,Td,90.0
362,-0.731256713969,AN,F2,Td,90.0
363,1.98650663894,AN,F2,Td,90.0
364,-0.105498394013,AN,F2,Td,90.0
365,-0.041463092684,AN,F2,Td,90.0
366,-0.515605886727,AN,F2,Td,90.0
367,1.47132971733,AN,F2,Td,90.0
368,5.35027073269,AN,F2,Td,90.0
369,1.02415989083,AN,F2,Td,90.0
370,0.0491120285945,AN,F2,Td,90.0
371,1.16865156234,AN,F2,Td,90.0
372,0.262820694288,AN,F2,Td,90.0
373,-0.0731010057686,AN,F2,Td,90.0
374,-0.736265239481,AN,F2,Td,90.0
375,-0.31797900371,AN,F2,Td,90.0
376,-0.311365571292,AN,F2,Td,90.0
377,0.650396840043,AN,F2,Td,90.0
378,0.455392984018,AN,F2,Td,90.0
379,-0.154768152399,AN,F2,Td,90.0
380,-0.562482188225,AN,F2,Td,90.0
381,-0.399522109068,AN,F2,Td,90.0
382,-0.269474151551,AN,F2,Td,90.0
383,0.648179670411,AN,F2,Td,90.0
384,-0.25183238522,AN,F2,Td,90.0
385,-0.762645519282,AN,F2,Td,90.0
386,0.380109105808,AN,F2,Td,90.0
387,0.661483104923,AN,F2,Td,90.0
388,-1.68083328483,AN,F2,Td,90.0
389,0.65483126267,AN,F2,Td,90.0
390,-0.571286015124,AN,F2,Td,90.0
391,-1.31337484677,AN,F2,Td,90.0
392,0.901114525942,AN,F2,Td,90.0
393,-0.181855983698,BD,F2,Td,11.25
394,0.325523553439,BD,F2,Td,11.25
395,-0.0134940181064,BD,F2,Td,11.25
396,0.00470775090165,BD,F2,Td,11.25
397,0.191279784587,BD,F2,Td,11.25
398,0.0160838968784,BD,F2,Td,11.25
399,-0.457127723039,BD,F2,Td,11.25
400,-0.484425460865,BD,F2,Td,11.25
401,0.0365610345322,BD,F2,Td,11.25
402,-1.61450926158,BD,F2,Td,11.25
403,-0.281958553417,BD,F2,Td,11.25
404,-0.614084045092,BD,F2,Td,11.25
405,0.204931615311,BD,F2,Td,11.25
406,0.38695748974,BD,F2,Td,11.25
407,-0.600436237268,BD,F2,Td,11.25
408,-0.623182520048,BD,F2,Td,11.25
409,-0.0134940181064,BD,F2,Td,11.25
410,-0.821060847011,BD,F2,Td,11.25
411,0.223134089767,BD,F2,Td,11.25
412,-1.31025652245,BD,F2,Td,11.25
413,-0.875959949505,BD,F2,Td,11.25
414,0.325211105115,BD,F2,Td,11.25
415,0.24557473645,BD,F2,Td,11.25
416,0.16366361466,BD,F2,Td,11.25
417,-0.0593110698492,BD,F2,Td,11.25
418,-0.523411324079,BD,F2,Td,11.25
419,-0.141217102929,BD,F2,Td,11.25
420,0.0362482489926,BD,F2,Td,11.25
421,-0.0024307877409,BD,F2,Td,11.25
422,-0.609850002666,BD,F2,Td,11.25
423,-0.33914712359,BD,F2,Td,11.25
424,-0.484740024126,BD,F2,Td,11.25
425,0.297907165031,BD,F2,Td,11.25
426,0.316109788041,BD,F2,Td,11.25
427,-0.093438824355,BD,F2,Td,11.25
428,0.0180463074167,BD,F2,Td,11.25
429,0.113607245342,BD,F2,Td,11.25
430,-0.157143035928,BD,F2,Td,11.25
431,-0.457442155803,BD,F2,Td,11.25
432,-0.810005706691,BD,F2,Td,11.25
433,0.0681018147282,BD,F2,Td,11.25
434,-0.543884031771,BD,F2,Td,11.25
435,-0.0115316873287,BD,F2,Td,11.25
436,0.20234377351,BD,F2,Td,11.25
437,1.24409055313,BD,F2,Td,22.5
438,-0.659244697598,BD,F2,Td,22.5
439,1.55353232025,BD,F2,Td,22.5
440,0.413746684809,BD,F2,Td,22.5
441,1.13032897944,BD,F2,Td,22.5
442,0.375082241002,BD,F2,Td,22.5
443,-0.327476580282,BD,F2,Td,22.5
444,1.15080583454,BD,F2,Td,22.5
445,1.33282639476,BD,F2,Td,22.5
446,-0.11835051002,BD,F2,Td,22.5
447,-1.02265391471,BD,F2,Td,22.5
448,-1.3427364941,BD,F2,Td,22.5
449,1.00519526113,BD,F2,Td,22.5
450,1.39198427338,BD,F2,Td,22.5
451,1.22361325582,BD,F2,Td,22.5
452,0.811817759127,BD,F2,Td,22.5
453,-0.695594169003,BD,F2,Td,22.5
454,0.880066903953,BD,F2,Td,22.5
455,-1.44485321024,BD,F2,Td,22.5
456,-0.51155683601,BD,F2,Td,22.5
457,1.48527240706,BD,F2,Td,22.5
458,0.645754180706,BD,F2,Td,22.5
459,-0.00694945439795,BD,F2,Td,22.5
460,0.00441868382768,BD,F2,Td,22.5
461,0.836842206903,BD,F2,Td,22.5
462,1.36283701169,BD,F2,Td,22.5
463,0.703077769948,BD,F2,Td,22.5
464,0.825915441367,BD,F2,Td,22.5
465,-0.017809962542,BD,F2,Td,22.5
466,-0.174659797152,BD,F2,Td,22.5
467,0.00492404427922,BD,F2,Td,22.5
468,1.59946884526,BD,F2,Td,22.5
469,-0.263302014821,BD,F2,Td,22.5
470,1.07843802643,BD,F2,Td,22.5
471,1.45839908891,BD,F2,Td,22.5
472,0.286866866199,BD,F2,Td,22.5
473,-0.751793642213,BD,F2,Td,22.5
474,0.910086506577,BD,F2,Td,22.5
475,0.0208381602467,BD,F2,Td,22.5
476,-0.179205769621,BD,F2,Td,22.5
477,0.609817964801,BD,F2,Td,22.5
478,0.093591595484,BD,F2,Td,22.5
479,0.552954937869,BD,F2,Td,22.5
480,1.25135007083,BD,F2,Td,22.5
481,-0.15420263542,BD,F2,Td,22.5
482,0.27549682236,BD,F2,Td,22.5
483,0.489270949685,BD,F2,Td,22.5
484,1.65635212631,BD,F2,Td,22.5
485,0.803167110032,BD,F2,Td,22.5
486,-0.086008777817,BD,F2,Td,22.5
487,2.0076815676,BD,F2,Td,33.75
488,1.93943486683,BD,F2,Td,33.75
489,-0.967728678825,BD,F2,Td,33.75
490,-0.589206940573,BD,F2,Td,33.75
491,0.677500491326,BD,F2,Td,33.75
492,-1.42740493066,BD,F2,Td,33.75
493,0.0551641438543,BD,F2,Td,33.75
494,-0.126425501474,BD,F2,Td,33.75
495,-0.625485747635,BD,F2,Td,33.75
496,-0.287537626806,BD,F2,Td,33.75
497,0.298125069655,BD,F2,Td,33.75
498,1.08433966562,BD,F2,Td,33.75
499,-0.455405739816,BD,F2,Td,33.75
500,1.19119325882,BD,F2,Td,33.75
501,0.97295162493,BD,F2,Td,33.75
502,-1.68305318148,BD,F2,Td,33.75
503,0.677500491326,BD,F2,Td,33.75
504,0.289040761673,BD,F2,Td,33.75
505,-1.71471425234,BD,F2,Td,33.75
506,0.202746130367,BD,F2,Td,33.75
507,-1.54506979924,BD,F2,Td,33.75
508,-1.02889698541,BD,F2,Td,33.75
509,0.677500491326,BD,F2,Td,33.75
510,-0.235351554688,BD,F2,Td,33.75
511,0.182309622002,BD,F2,Td,33.75
512,2.28296329466,BD,F2,Td,33.75
513,0.489610491374,BD,F2,Td,33.75
514,0.655424346212,BD,F2,Td,33.75
515,-0.184548281516,BD,F2,Td,33.75
516,2.74750700747,BD,F2,Td,33.75
517,-0.925793926973,BD,F2,Td,33.75
518,1.95124037788,BD,F2,Td,33.75
519,1.2644739766,BD,F2,Td,33.75
520,-0.0937989379282,BD,F2,Td,33.75
521,1.81021876577,BD,F2,Td,33.75
522,-1.07298965356,BD,F2,Td,33.75
523,-1.75389615773,BD,F2,Td,33.75
524,1.55095817677,BD,F2,Td,33.75
525,1.0758032883,BD,F2,Td,33.75
526,-0.143712996331,BD,F2,Td,33.75
527,-0.694707332347,BD,F2,Td,33.75
528,2.0604267818,BD,F2,Td,33.75
529,0.29659165754,BD,F2,Td,33.75
530,2.48130261847,BD,F2,Td,33.75
531,-0.00984218352251,BD,F2,Td,33.75
532,2.342519555,BD,F2,Td,33.75
533,2.89995346694,BD,F2,Td,33.75
534,0.845133266489,BD,F2,Td,45.0
535,0.154119521423,BD,F2,Td,45.0
536,2.93468491895,BD,F2,Td,45.0
537,4.21774619702,BD,F2,Td,45.0
538,-0.644147028931,BD,F2,Td,45.0
539,-0.232793888772,BD,F2,Td,45.0
540,1.80281520998,BD,F2,Td,45.0
541,0.425862899225,BD,F2,Td,45.0
542,-0.133274856694,BD,F2,Td,45.0
543,2.24583931445,BD,F2,Td,45.0
544,2.2140238723,BD,F2,Td,45.0
545,-1.07755470582,BD,F2,Td,45.0
546,-1.50810040515,BD,F2,Td,45.0
547,0.938103531969,BD,F2,Td,45.0
548,-0.741262769925,BD,F2,Td,45.0
549,3.46920846499,BD,F2,Td,45.0
550,-0.87672504202,BD,F2,Td,45.0
551,3.31679464328,BD,F2,Td,45.0
552,1.47357305921,BD,F2,Td,45.0
553,1.38731825749,BD,F2,Td,45.0
554,-0.508589780487,BD,F2,Td,45.0
555,0.650181182775,BD,F2,Td,45.0
556,1.49787029651,BD,F2,Td,45.0
557,0.00896272304317,BD,F2,Td,45.0
558,2.14279343339,BD,F2,Td,45.0
559,2.62458990204,BD,F2,Td,45.0
560,0.0655235088683,BD,F2,Td,45.0
561,0.645168860383,BD,F2,Td,45.0
562,2.28366682447,BD,F2,Td,45.0
563,-0.203628995316,BD,F2,Td,45.0
564,0.359772204348,BD,F2,Td,45.0
565,1.72261113249,BD,F2,Td,45.0
566,1.47744357072,BD,F2,Td,45.0
567,0.785670734091,BD,F2,Td,45.0
568,4.07572728303,BD,F2,Td,45.0
569,0.536423810483,BD,F2,Td,45.0
570,3.24991670693,BD,F2,Td,45.0
571,0.418647785575,BD,F2,Td,45.0
572,1.3435534051,BD,F2,Td,45.0
573,2.05873647138,BD,F2,Td,45.0
574,-0.253366559269,BD,F2,Td,45.0
575,-0.273711742547,BD,F2,Td,45.0
576,-1.2014824043,BD,F2,Td,45.0
577,0.545484856414,BD,F2,Td,45.0
578,-0.822573036542,BD,F2,Td,45.0
579,3.67302353375,BD,F2,Td,45.0
580,0.323545270085,BD,F2,Td,45.0
581,1.93380532062,BD,F2,Td,45.0
582,1.47744357072,BD,F2,Td,45.0
583,4.19176745056,BD,F2,Td,45.0
584,-0.376148323241,BD,F2,Td,56.25
585,3.7783366259,BD,F2,Td,56.25
586,0.589628358335,BD,F2,Td,56.25
587,4.31732032321,BD,F2,Td,56.25
588,0.472136052894,BD,F2,Td,56.25
589,0.77272432798,BD,F2,Td,56.25
590,1.27048138039,BD,F2,Td,56.25
591,-1.44641172626,BD,F2,Td,56.25
592,-2.31981979787,BD,F2,Td,56.25
593,0.867699875143,BD,F2,Td,56.25
594,-0.448232443031,BD,F2,Td,56.25
595,-0.107928473289,BD,F2,Td,56.25
596,-1.77377214176,BD,F2,Td,56.25
597,0.133448267516,BD,F2,Td,56.25
598,3.67829933455,BD,F2,Td,56.25
599,2.72398904583,BD,F2,Td,56.25
600,4.82235408835,BD,F2,Td,56.25
601,-1.24214585629,BD,F2,Td,56.25
602,0.00484086747744,BD,F2,Td,56.25
603,3.0714916545,BD,F2,Td,56.25
604,3.72831676638,BD,F2,Td,56.25
605,-1.75584643861,BD,F2,Td,56.25
606,4.23316106674,BD,F2,Td,56.25
607,3.79652625277,BD,F2,Td,56.25
608,-1.82605077749,BD,F2,Td,56.25
609,4.65503141626,BD,F2,Td,56.25
610,1.36901603116,BD,F2,Td,56.25
611,4.34792985467,BD,F2,Td,56.25
612,-0.944167158517,BD,F2,Td,56.25
613,0.755855443552,BD,F2,Td,56.25
614,-0.54372590681,BD,F2,Td,56.25
615,4.65275642101,BD,F2,Td,56.25
616,3.91354064592,BD,F2,Td,56.25
617,0.139234704833,BD,F2,Td,56.25
618,1.29656297387,BD,F2,Td,56.25
619,0.184369056165,BD,F2,Td,56.25
620,-0.54147456645,BD,F2,Td,56.25
