,DFCAd,Participant,Frequence,TypeDistractor,Distance
1411,-1.07204683984,RI,F2,Td,33.75
1412,-1.18092860225,RI,F2,Td,33.75
1413,-0.772744549296,RI,F2,Td,33.75
1414,-0.593707699266,RI,F2,Td,33.75
1415,-2.17087349887,RI,F2,Td,33.75
1416,-0.983597539279,RI,F2,Td,33.75
1417,-0.659421859693,RI,F2,Td,33.75
1418,-1.75518027982,RI,F2,Td,33.75
1419,-1.14916905899,RI,F2,Td,33.75
1420,-0.849819806634,RI,F2,Td,33.75
1421,-1.28302573605,RI,F2,Td,33.75
1422,-1.43280268307,RI,F2,Td,33.75
1423,-0.500818159242,RI,F2,Td,33.75
1424,-1.53040584575,RI,F2,Td,33.75
1425,-2.03455382253,RI,F2,Td,33.75
1426,0.0240506203268,RI,F2,Td,33.75
1427,-1.93872580591,RI,F2,Td,33.75
1428,-1.15507349982,RI,F2,Td,33.75
1429,0.524229686913,RI,F2,Td,33.75
1430,-2.05691246711,RI,F2,Td,33.75
1431,-0.342981834864,RI,F2,Td,33.75
1432,-1.15961373313,RI,F2,Td,33.75
1433,-0.59463780784,RI,F2,Td,33.75
1434,-0.837346179737,RI,F2,Td,33.75
1435,-1.0029959855,RI,F2,Td,33.75
1436,-1.9864530797,RI,F2,Td,33.75
1437,-1.32762611432,RI,F2,Td,33.75
1438,-1.08924402443,RI,F2,Td,33.75
1439,-1.01661323293,RI,F2,Td,33.75
1440,-1.60244320561,RI,F2,Td,33.75
1441,-0.99391800252,RI,F2,Td,33.75
1442,-2.4138364647,RI,F2,Td,33.75
1443,-1.34125072026,RI,F2,Td,33.75
1444,-0.361114722287,RI,F2,Td,33.75
1445,-1.1528033961,RI,F2,Td,33.75
1446,-2.91238024952,RI,F2,Td,45.0
1447,-0.806979438857,RI,F2,Td,45.0
1448,-0.904199581724,RI,F2,Td,45.0
1449,-3.49399018671,RI,F2,Td,45.0
1450,-0.154286953672,RI,F2,Td,45.0
1451,-0.0324772180387,RI,F2,Td,45.0
1452,-0.556140122666,RI,F2,Td,45.0
1453,-1.39520833372,RI,F2,Td,45.0
1454,-3.17586543329,RI,F2,Td,45.0
1455,0.0825205113916,RI,F2,Td,45.0
1456,-2.0817860167,RI,F2,Td,45.0
1457,-0.303230238777,RI,F2,Td,45.0
1458,-1.05120954369,RI,F2,Td,45.0
1459,-1.09645506132,RI,F2,Td,45.0
1460,-0.0978875581453,RI,F2,Td,45.0
1461,-1.0941926567,RI,F2,Td,45.0
1462,-3.37808710636,RI,F2,Td,45.0
1463,-1.6873837323,RI,F2,Td,45.0
1464,-0.861238598897,RI,F2,Td,45.0
1465,0.235781536545,RI,F2,Td,45.0
1466,-0.468051227249,RI,F2,Td,45.0
1467,-0.66006943664,RI,F2,Td,45.0
1468,-1.12360496791,RI,F2,Td,45.0
1469,-0.707525905175,RI,F2,Td,45.0
1470,-5.32718434564,RI,F2,Td,45.0
1471,-0.653728521473,RI,F2,Td,45.0
1472,-0.368908349432,RI,F2,Td,45.0
1473,-4.88800258765,RI,F2,Td,45.0
1474,-1.19458285095,RI,F2,Td,45.0
1475,0.407451897222,RI,F2,Td,45.0
1476,-0.812059023371,RI,F2,Td,45.0
1477,-0.588154448866,RI,F2,Td,45.0
1478,-1.35992619716,RI,F2,Td,45.0
1479,-2.76648329145,RI,F2,Td,45.0
1480,-0.705743937851,RI,F2,Td,45.0
1481,-2.95503566397,RI,F2,Td,45.0
1482,-1.54119682004,RI,F2,Td,45.0
1483,-4.71053327711,RI,F2,Td,45.0
1484,-0.891249297193,RI,F2,Td,45.0
1485,0.222564099214,RI,F2,Td,45.0
1486,0.0872090588577,RI,F2,Td,45.0
1487,-0.662774150382,RI,F2,Td,45.0
1488,-4.40339651976,RI,F2,Td,45.0
1489,-0.174642186473,RI,F2,Td,45.0
1490,0.0917218456675,RI,F2,Td,45.0
1491,-0.606242660701,RI,F2,Td,45.0
1492,-5.01006840495,RI,F2,Td,56.25
1493,0.128680355382,RI,F2,Td,56.25
1494,-2.10559188266,RI,F2,Td,56.25
1495,-0.708037879395,RI,F2,Td,56.25
1496,-0.0532815548234,RI,F2,Td,56.25
1497,0.0702871342271,RI,F2,Td,56.25
1498,-0.744083349152,RI,F2,Td,56.25
1499,-0.291599307516,RI,F2,Td,56.25
1500,-1.30334866209,RI,F2,Td,56.25
1501,0.575151335999,RI,F2,Td,56.25
1502,-0.509869784546,RI,F2,Td,56.25
1503,-1.03260741334,RI,F2,Td,56.25
1504,-0.732818653257,RI,F2,Td,56.25
1505,-0.368086450388,RI,F2,Td,56.25
1506,-0.145435239185,RI,F2,Td,56.25
1507,-0.118460027229,RI,F2,Td,56.25
1508,1.03195372866,RI,F2,Td,56.25
1509,0.606529819611,RI,F2,Td,56.25
1510,-0.136443190363,RI,F2,Td,56.25
1511,-2.89593789562,RI,F2,Td,56.25
1512,-0.601930094891,RI,F2,Td,56.25
1513,-1.07089396848,RI,F2,Td,56.25
1514,-1.40501248508,RI,F2,Td,56.25
1515,-1.59931756324,RI,F2,Td,56.25
1516,-0.0392903162572,RI,F2,Td,56.25
1517,0.387511471558,RI,F2,Td,56.25
1518,-1.38920186886,RI,F2,Td,56.25
1519,-0.854357828555,RI,F2,Td,56.25
1520,-2.2666273357,RI,F2,Td,56.25
1521,-0.0865069124633,RI,F2,Td,56.25
1522,-0.631218533278,RI,F2,Td,56.25
1523,-1.45018979075,RI,F2,Td,56.25
1524,-5.24527083982,RI,F2,Td,56.25
1525,-2.97812060468,RI,F2,Td,56.25
1526,-1.06638124683,RI,F2,Td,56.25
1527,-1.52248605215,RI,F2,Td,56.25
1528,-1.38694327064,RI,F2,Td,56.25
1529,-4.02450496341,RI,F2,Td,56.25
1530,-1.9294306788,RI,F2,Td,56.25
1531,-0.273207330465,RI,F2,Td,56.25
1532,-1.70555372338,RI,F2,Td,56.25
1533,-2.74914172229,RI,F2,Td,56.25
1534,-0.570392045647,RI,F2,Td,56.25
1535,-0.0300169758223,RI,F2,Td,67.5
1536,-0.193307518748,RI,F2,Td,67.5
1537,0.886957631302,RI,F2,Td,67.5
1538,-0.840920418193,RI,F2,Td,67.5
1539,0.00128500274285,RI,F2,Td,67.5
1540,0.403327172168,RI,F2,Td,67.5
1541,-0.751178344654,RI,F2,Td,67.5
1542,0.679832196599,RI,F2,Td,67.5
1543,1.49588419964,RI,F2,Td,67.5
1544,-0.984576715241,RI,F2,Td,67.5
1545,0.624115977069,RI,F2,Td,67.5
1546,-1.0317321909,RI,F2,Td,67.5
1547,-0.0166012857171,RI,F2,Td,67.5
1548,1.1894482581,RI,F2,Td,67.5
1549,-0.401509848615,RI,F2,Td,67.5
1550,-1.02724080811,RI,F2,Td,67.5
1551,-7.07362804909,RI,F2,Td,67.5
1552,-0.778097450607,RI,F2,Td,67.5
1553,-1.04296100156,RI,F2,Td,67.5
1554,-0.488877600216,RI,F2,Td,67.5
1555,0.25942452487,RI,F2,Td,67.5
1556,0.0380716322941,RI,F2,Td,67.5
1557,0.297411624046,RI,F2,Td,67.5
1558,0.371131784625,RI,F2,Td,67.5
1559,-2.12129780197,RI,F2,Td,67.5
1560,-0.654229836303,RI,F2,Td,67.5
1561,-0.818081013703,RI,F2,Td,67.5
1562,-2.03332829078,RI,F2,Td,67.5
1563,-1.23604914919,RI,F2,Td,67.5
1564,-0.752976318909,RI,F2,Td,67.5
1565,-0.501701191899,RI,F2,Td,67.5
1566,-0.952834552516,RI,F2,Td,67.5
1567,-1.67945615869,RI,F2,Td,67.5
1568,-1.22705347388,RI,F2,Td,67.5
1569,-0.979793928501,RI,F2,Td,67.5
1570,0.192371922491,RI,F2,Td,67.5
1571,-0.311179042842,RI,F2,Td,67.5
1572,-0.261892975599,RI,F2,Td,67.5
1573,-1.18207970095,RI,F2,Td,67.5
1574,0.299645947153,RI,F2,Td,67.5
1575,-0.894432446345,RI,F2,Td,67.5
1576,-0.320141283864,RI,F2,Td,67.5
1577,-1.02034105941,RI,F2,Td,78.75
1578,-1.31557998951,RI,F2,Td,78.75
1579,0.322960004061,RI,F2,Td,78.75
1580,-0.324150005782,RI,F2,Td,78.75
1581,-0.605017600709,RI,F2,Td,78.75
1582,-0.96893918143,RI,F2,Td,78.75
1583,-0.284058653351,RI,F2,Td,78.75
1584,-0.892976624367,RI,F2,Td,78.75
1585,0.726521245008,RI,F2,Td,78.75
1586,-0.179414701808,RI,F2,Td,78.75
1587,0.1497273474,RI,F2,Td,78.75
1588,0.140839216702,RI,F2,Td,78.75
1589,1.18658410582,RI,F2,Td,78.75
1590,-0.0614803038923,RI,F2,Td,78.75
1591,-0.455617990406,RI,F2,Td,78.75
1592,0.294099302239,RI,F2,Td,78.75
1593,-0.141578753287,RI,F2,Td,78.75
1594,0.143061289413,RI,F2,Td,78.75
1595,-0.00125728697972,RI,F2,Td,78.75
1596,-0.455670374783,RI,F2,Td,78.75
1597,-1.01618295975,RI,F2,Td,78.75
1598,-0.362028848175,RI,F2,Td,78.75
1599,-1.97975203903,RI,F2,Td,78.75
1600,-0.0413097896593,RI,F2,Td,78.75
1601,-0.627459461785,RI,F2,Td,78.75
1602,0.361052186126,RI,F2,Td,78.75
1603,-0.605141008839,RI,F2,Td,78.75
1604,0.0232150955387,RI,F2,Td,78.75
1605,-0.886529003039,RI,F2,Td,78.75
1606,0.123296434284,RI,F2,Td,78.75
1607,-0.949110777521,RI,F2,Td,78.75
1608,0.48092405918,RI,F2,Td,78.75
1609,-0.741321139613,RI,F2,Td,78.75
1610,-1.48850194061,RI,F2,Td,78.75
1611,-2.80738950901,RI,F2,Td,78.75
1612,-1.28691687089,RI,F2,Td,78.75
1613,-1.97750662127,RI,F2,Td,78.75
1614,-1.8293542875,RI,F2,Td,78.75
1615,-0.911112511101,RI,F2,Td,78.75
1616,-0.640851697426,RI,F2,Td,78.75
1617,-0.0479860236499,RI,F2,Td,78.75
1618,-1.06943936086,RI,F2,Td,90.0
1619,0.753652531225,RI,F2,Td,90.0
1620,-0.869165356107,RI,F2,Td,90.0
1621,-0.969276108124,RI,F2,Td,90.0
1622,-0.0436682271868,RI,F2,Td,90.0
1623,-0.407129670981,RI,F2,Td,90.0
1624,-0.422659916819,RI,F2,Td,90.0
1625,-0.929225475296,RI,F2,Td,90.0
1626,-1.44829772026,RI,F2,Td,90.0
1627,-0.969276108124,RI,F2,Td,90.0
1628,0.561855217451,RI,F2,Td,90.0
1629,-0.984853624787,RI,F2,Td,90.0
1630,0.292514727928,RI,F2,Td,90.0
1631,-0.00160891819131,RI,F2,Td,90.0
1632,-0.338369091602,RI,F2,Td,90.0
1633,0.239477843422,RI,F2,Td,90.0
1634,-0.200927931971,RI,F2,Td,90.0
1635,-0.318411318027,RI,F2,Td,90.0
1636,-0.960375240272,RI,F2,Td,90.0
1637,-1.32118806927,RI,F2,Td,90.0
1638,-0.145546338191,RI,F2,Td,90.0
1639,-1.13669262419,RI,F2,Td,90.0
1640,-0.0835019648793,RI,F2,Td,90.0
1641,-0.644902434971,RI,F2,Td,90.0
1642,-0.225349902239,RI,F2,Td,90.0
1643,-1.10550123387,RI,F2,Td,90.0
1644,-1.60961360335,RI,F2,Td,90.0
1645,-1.60961360335,RI,F2,Td,90.0
1646,-0.718256275129,RI,F2,Td,90.0
1647,-6.51679687116,RI,F2,Td,90.0
1648,-0.265265198842,RI,F2,Td,90.0
1649,-0.618235483143,RI,F2,Td,90.0
1650,-1.50020883635,RI,F2,Td,90.0
1651,-1.2548189526,RI,F2,Td,90.0
1652,0.515838107821,RI,F2,Td,90.0
1653,-2.30754444798,RI,F2,Td,90.0
1654,-0.480517673892,RI,F2,Td,90.0
1655,-0.427235403589,RI,F2,Td,90.0
1656,-0.831677771165,RI,F2,Td,90.0
1657,-0.667127821938,RI,F2,Td,90.0
1658,-1.51806689223,RI,F2,Td,90.0
1659,-1.46872658621,AN,F2,Ts,11.25
1660,-1.43232179989,AN,F2,Ts,11.25
1661,-1.03416327811,AN,F2,Ts,11.25
1662,-1.38226553667,AN,F2,Ts,11.25
1663,-1.51650810896,AN,F2,Ts,11.25
1664,-1.26395261043,AN,F2,Ts,11.25
1665,-1.57566647122,AN,F2,Ts,11.25
1666,-1.43459709374,AN,F2,Ts,11.25
1667,-1.54836257936,AN,F2,Ts,11.25
1668,-1.44369827647,AN,F2,Ts,11.25
1669,-1.3253839548,AN,F2,Ts,11.25
1670,-0.501870987719,AN,F2,Ts,11.25
1671,-0.506419771772,AN,F2,Ts,11.25
1672,-1.32765920582,AN,F2,Ts,11.25
1673,-1.37088917149,AN,F2,Ts,11.25
1674,-1.22299888944,AN,F2,Ts,11.25
1675,-1.53016001446,AN,F2,Ts,11.25
1676,-1.19342148305,AN,F2,Ts,11.25
1677,-1.63937569556,AN,F2,Ts,11.25
1678,-1.56428984375,AN,F2,Ts,11.25
1679,-1.32765920582,AN,F2,Ts,11.25
1680,-1.0318882261,AN,F2,Ts,11.25
1681,-1.37012983201,AN,F2,Ts,11.25
1682,0.167353223253,AN,F2,Ts,11.25
1683,-0.639860666245,AN,F2,Ts,11.25
1684,-0.432888729149,AN,F2,Ts,11.25
1685,-0.455631398591,AN,F2,Ts,11.25
1686,-1.45659051178,AN,F2,Ts,11.25
1687,-0.760417669342,AN,F2,Ts,11.25
1688,-1.56580543384,AN,F2,Ts,11.25
1689,-1.2791201425,AN,F2,Ts,11.25
1690,-1.49299534127,AN,F2,Ts,11.25
1691,-1.2973219316,AN,F2,Ts,11.25
1692,-1.31097332487,AN,F2,Ts,11.25
1693,-1.58628335137,AN,F2,Ts,11.25
1694,-0.457905686948,AN,F2,Ts,11.25
1695,-0.216854047993,AN,F2,Ts,11.25
1696,-0.455631398591,AN,F2,Ts,11.25
1697,-0.32145548348,AN,F2,Ts,11.25
1698,-0.641395119913,AN,F2,Ts,22.5
1699,-1.11634289466,AN,F2,Ts,22.5
1700,-2.40133807629,AN,F2,Ts,22.5
1701,-1.4209883364,AN,F2,Ts,22.5
1702,-1.83716612435,AN,F2,Ts,22.5
1703,-1.04360605261,AN,F2,Ts,22.5
1704,-1.00496703032,AN,F2,Ts,22.5
1705,-1.07315468443,AN,F2,Ts,22.5
1706,-1.61882652446,AN,F2,Ts,22.5
1707,-0.759537413997,AN,F2,Ts,22.5
1708,-1.46191762885,AN,F2,Ts,22.5
1709,-2.46276787108,AN,F2,Ts,22.5
1710,-1.02314988652,AN,F2,Ts,22.5
1711,-2.25345654644,AN,F2,Ts,22.5
1712,-1.30048325753,AN,F2,Ts,22.5
1713,-1.56197312416,AN,F2,Ts,22.5
1714,-2.0327885251,AN,F2,Ts,22.5
1715,-1.14134752738,AN,F2,Ts,22.5
1716,-0.184919680714,AN,F2,Ts,22.5
1717,-1.56197312416,AN,F2,Ts,22.5
1718,-1.00407457778,AN,F2,Ts,22.5
1719,-0.225039732001,AN,F2,Ts,22.5
1720,-0.910908582355,AN,F2,Ts,22.5
1721,-1.0699789944,AN,F2,Ts,22.5
1722,-0.567885717683,AN,F2,Ts,22.5
1723,-0.18191392454,AN,F2,Ts,22.5
1724,-0.854105531982,AN,F2,Ts,22.5
1725,-1.35410710008,AN,F2,Ts,22.5
1726,-0.708709530582,AN,F2,Ts,22.5
1727,-0.322651935491,AN,F2,Ts,22.5
1728,-1.19725726547,AN,F2,Ts,22.5
1729,-1.92259752417,AN,F2,Ts,22.5
1730,-1.49051883266,AN,F2,Ts,22.5
1731,-0.527006895541,AN,F2,Ts,22.5
1732,-0.218230180872,AN,F2,Ts,22.5
1733,-0.193262509548,AN,F2,Ts,22.5
1734,-1.7019910766,AN,F2,Ts,22.5
1735,-0.211420709382,AN,F2,Ts,22.5
1736,0.0268591364909,AN,F2,Ts,22.5
1737,1.22329452777,AN,F2,Ts,22.5
1738,-1.08126042778,AN,F2,Ts,33.75
1739,-1.20149476498,AN,F2,Ts,33.75
1740,-1.09033375124,AN,F2,Ts,33.75
1741,-1.95750516673,AN,F2,Ts,33.75
1742,-0.707130420105,AN,F2,Ts,33.75
1743,-0.428429286599,AN,F2,Ts,33.75
1744,-0.466938425772,AN,F2,Ts,33.75
1745,-1.26275667414,AN,F2,Ts,33.75
1746,-1.86437404832,AN,F2,Ts,33.75
1747,-3.44665409636,AN,F2,Ts,33.75
1748,-1.54646400072,AN,F2,Ts,33.75
1749,-4.17925536123,AN,F2,Ts,33.75
1750,-1.51241179983,AN,F2,Ts,33.75
1751,-1.76898460628,AN,F2,Ts,33.75
1752,-1.42388524643,AN,F2,Ts,33.75
1753,-2.99174183191,AN,F2,Ts,33.75
1754,-2.44606412313,AN,F2,Ts,33.75
1755,-3.78335887309,AN,F2,Ts,33.75
1756,-1.08110778689,AN,F2,Ts,33.75
1757,-0.161349095438,AN,F2,Ts,33.75
1758,-0.707080909964,AN,F2,Ts,33.75
1759,-0.14777181728,AN,F2,Ts,33.75
1760,-0.204346946657,AN,F2,Ts,33.75
1761,-1.14687599709,AN,F2,Ts,33.75
1762,0.363277515665,AN,F2,Ts,33.75
1763,0.546260814524,AN,F2,Ts,33.75
1764,-0.729740564553,AN,F2,Ts,33.75
1765,-0.949597778936,AN,F2,Ts,33.75
1766,-0.931461289982,AN,F2,Ts,33.75
1767,-0.718410593215,AN,F2,Ts,33.75
1768,-0.673093597479,AN,F2,Ts,33.75
1769,-0.315257861957,AN,F2,Ts,33.75
1770,-0.365064618585,AN,F2,Ts,33.75
1771,-0.283565865548,AN,F2,Ts,33.75
1772,-1.03802300189,AN,F2,Ts,33.75
1773,-4.01258489358,AN,F2,Ts,33.75
1774,1.46859561105,AN,F2,Ts,33.75
1775,0.345199747485,AN,F2,Ts,33.75
1776,0.200543827512,AN,F2,Ts,33.75
1777,-0.737557840117,AN,F2,Ts,45.0
1778,-0.647182719648,AN,F2,Ts,45.0
1779,-1.30065947012,AN,F2,Ts,45.0
1780,-0.911596392389,AN,F2,Ts,45.0
1781,-1.18751817579,AN,F2,Ts,45.0
1782,-2.01416811905,AN,F2,Ts,45.0
1783,0.26417625862,AN,F2,Ts,45.0
1784,-1.32329169087,AN,F2,Ts,45.0
1785,-0.902553312901,AN,F2,Ts,45.0
1786,1.14119326782,AN,F2,Ts,45.0
1787,-2.02776996432,AN,F2,Ts,45.0
1788,-1.3934598339,AN,F2,Ts,45.0
1789,-1.09702932809,AN,F2,Ts,45.0
1790,-3.07844291021,AN,F2,Ts,45.0
1791,-5.05883062991,AN,F2,Ts,45.0
1792,-5.1293624569,AN,F2,Ts,45.0
1793,-1.03596175478,AN,F2,Ts,45.0
1794,-2.62434743335,AN,F2,Ts,45.0
1795,-2.09351770642,AN,F2,Ts,45.0
1796,-0.0603533655226,AN,F2,Ts,45.0
1797,-2.17061267884,AN,F2,Ts,45.0
1798,-0.701404918781,AN,F2,Ts,45.0
1799,-2.76962144752,AN,F2,Ts,45.0
1800,-0.197289469992,AN,F2,Ts,45.0
1801,0.539055374295,AN,F2,Ts,45.0
1802,-0.824731351636,AN,F2,Ts,45.0
1803,0.138470835069,AN,F2,Ts,45.0
1804,-0.258172915969,AN,F2,Ts,45.0
1805,-0.251407481895,AN,F2,Ts,45.0
1806,-0.348393067437,AN,F2,Ts,45.0
1807,-0.389000781842,AN,F2,Ts,45.0
1808,-1.2451899216,AN,F2,Ts,45.0
1809,-1.28590548327,AN,F2,Ts,45.0
1810,-2.33007123852,AN,F2,Ts,45.0
1811,-2.46841747612,AN,F2,Ts,45.0
1812,-0.856361179672,AN,F2,Ts,45.0
1813,-1.35829960759,AN,F2,Ts,45.0
1814,-1.4329704602,AN,F2,Ts,45.0
1815,0.325333440297,AN,F2,Ts,45.0
1816,1.846630738,AN,F2,Ts,45.0
1817,0.2037744527,AN,F2,Ts,45.0
1818,0.246551304684,AN,F2,Ts,45.0
1819,0.214933489026,AN,F2,Ts,56.25
1820,-1.22394475496,AN,F2,Ts,56.25
1821,-0.526000840924,AN,F2,Ts,56.25
1822,-1.14956547897,AN,F2,Ts,56.25
1823,-1.90094753268,AN,F2,Ts,56.25
1824,-0.958070327991,AN,F2,Ts,56.25
1825,-3.38807911219,AN,F2,Ts,56.25
1826,-0.487778209697,AN,F2,Ts,56.25
1827,-1.54872451876,AN,F2,Ts,56.25
1828,0.915544648985,AN,F2,Ts,56.25
1829,0.412131357333,AN,F2,Ts,56.25
1830,-0.348425715436,AN,F2,Ts,56.25
1831,-0.150766047636,AN,F2,Ts,56.25
1832,-0.334944001256,AN,F2,Ts,56.25
1833,0.884255070989,AN,F2,Ts,56.25
1834,0.0130821214554,AN,F2,Ts,56.25
1835,-1.07520514802,AN,F2,Ts,56.25
1836,-0.321463000823,AN,F2,Ts,56.25
1837,-4.42076853037,AN,F2,Ts,56.25
1838,-6.10325184604,AN,F2,Ts,56.25
1839,-5.33217812941,AN,F2,Ts,56.25
1840,-0.548487343829,AN,F2,Ts,56.25
1841,-1.25325083014,AN,F2,Ts,56.25
1842,0.00144700857178,AN,F2,Ts,56.25
1843,0.911904614099,AN,F2,Ts,56.25
1844,-0.635998444236,AN,F2,Ts,56.25
1845,0.014895965985,AN,F2,Ts,56.25
1846,0.355340073719,AN,F2,Ts,56.25
1847,0.292665171135,AN,F2,Ts,56.25
1848,-0.366453123127,AN,F2,Ts,56.25
1849,-1.47333598348,AN,F2,Ts,56.25
1850,-0.294623631573,AN,F2,Ts,56.25
1851,0.357578136833,AN,F2,Ts,56.25
1852,0.710904403597,AN,F2,Ts,56.25
1853,-1.31558064812,AN,F2,Ts,56.25
1854,-1.49813380855,AN,F2,Ts,56.25
1855,0.0709249146702,AN,F2,Ts,56.25
1856,1.4580668267,AN,F2,Ts,56.25
1857,-6.04787059914,AN,F2,Ts,56.25
1858,-0.809106473525,AN,F2,Ts,56.25
1859,-1.06785480216,AN,F2,Ts,56.25
1860,0.994481530235,AN,F2,Ts,56.25
1861,-0.323801823112,AN,F2,Ts,56.25
1862,0.147102467906,AN,F2,Ts,56.25
1863,0.746651871373,AN,F2,Ts,56.25
1864,-1.51809992916,AN,F2,Ts,67.5
1865,-1.5788132227,AN,F2,Ts,67.5
1866,-0.866909019094,AN,F2,Ts,67.5
1867,-1.80154700379,AN,F2,Ts,67.5
1868,-0.553170389138,AN,F2,Ts,67.5
1869,-1.57656433257,AN,F2,Ts,67.5
1870,0.177910879833,AN,F2,Ts,67.5
1871,-1.73853294339,AN,F2,Ts,67.5
1872,-1.68003298632,AN,F2,Ts,67.5
1873,-1.23046782432,AN,F2,Ts,67.5
1874,-0.105730056004,AN,F2,Ts,67.5
1875,-1.56082263815,AN,F2,Ts,67.5
1876,1.89541246122,AN,F2,Ts,67.5
1877,-0.00741726603139,AN,F2,Ts,67.5
1878,2.19587022654,AN,F2,Ts,67.5
1879,0.347462427103,AN,F2,Ts,67.5
1880,-2.44148268755,AN,F2,Ts,67.5
1881,-0.577805794664,AN,F2,Ts,67.5
1882,-0.437387650072,AN,F2,Ts,67.5
1883,-6.87523103833,AN,F2,Ts,67.5
1884,-2.20349394375,AN,F2,Ts,67.5
1885,0.652927702748,AN,F2,Ts,67.5
1886,0.646257110025,AN,F2,Ts,67.5
1887,0.67071479011,AN,F2,Ts,67.5
1888,-0.198310354565,AN,F2,Ts,67.5
1889,0.459384911187,AN,F2,Ts,67.5
1890,-0.205009758564,AN,F2,Ts,67.5
1891,1.26558595795,AN,F2,Ts,67.5
1892,1.3209767491,AN,F2,Ts,67.5
1893,1.96219729052,AN,F2,Ts,67.5
1894,1.23012664454,AN,F2,Ts,67.5
1895,0.806285539594,AN,F2,Ts,67.5
1896,0.214396536951,AN,F2,Ts,67.5
1897,0.988370924286,AN,F2,Ts,67.5
1898,0.624020090294,AN,F2,Ts,67.5
1899,-1.98514617956,AN,F2,Ts,67.5
1900,-1.33342797085,AN,F2,Ts,67.5
1901,-1.04855735989,AN,F2,Ts,67.5
1902,-0.079989900208,AN,F2,Ts,67.5
1903,0.229995848846,AN,F2,Ts,67.5
1904,-1.0418322679,AN,F2,Ts,67.5
1905,-1.0238996356,AN,F2,Ts,67.5
1906,-2.34765186797,AN,F2,Ts,67.5
1907,0.78184567872,AN,F2,Ts,67.5
1908,0.631423641662,AN,F2,Ts,78.75
1909,-1.18097777321,AN,F2,Ts,78.75
1910,-2.30875370593,AN,F2,Ts,78.75
1911,-0.602489244506,AN,F2,Ts,78.75
1912,0.852860796204,AN,F2,Ts,78.75
1913,-2.13127679158,AN,F2,Ts,78.75
1914,0.234353626602,AN,F2,Ts,78.75
1915,-1.20558169985,AN,F2,Ts,78.75
1916,-1.4450541218,AN,F2,Ts,78.75
1917,0.201039833636,AN,F2,Ts,78.75
1918,-0.228130247168,AN,F2,Ts,78.75
1919,2.08743563699,AN,F2,Ts,78.75
1920,0.859499506695,AN,F2,Ts,78.75
1921,-0.430819900309,AN,F2,Ts,78.75
1922,-2.88019148268,AN,F2,Ts,78.75
1923,0.254338988124,AN,F2,Ts,78.75
1924,-0.707346413839,AN,F2,Ts,78.75
1925,-0.0478930656196,AN,F2,Ts,78.75
1926,0.538335907861,AN,F2,Ts,78.75
1927,0.334258477236,AN,F2,Ts,78.75
1928,-0.190288597999,AN,F2,Ts,78.75
1929,0.0454957665135,AN,F2,Ts,78.75
1930,0.21880794451,AN,F2,Ts,78.75
1931,-0.0100872288744,AN,F2,Ts,78.75
1932,1.74228218459,AN,F2,Ts,78.75
1933,-0.743054772436,AN,F2,Ts,78.75
1934,0.550456619109,AN,F2,Ts,78.75
1935,0.532748464187,AN,F2,Ts,78.75
1936,-0.57305624068,AN,F2,Ts,78.75
1937,-0.292646781372,AN,F2,Ts,78.75
1938,0.994765037106,AN,F2,Ts,78.75
1939,0.855631491889,AN,F2,Ts,78.75
1940,0.747335665755,AN,F2,Ts,78.75
1941,-1.44349799297,AN,F2,Ts,78.75
1942,-0.243728814373,AN,F2,Ts,78.75
1943,0.448609822969,AN,F2,Ts,78.75
1944,-1.15741041641,AN,F2,Ts,78.75
1945,-0.90517258705,AN,F2,Ts,78.75
1946,-0.139265151504,AN,F2,Ts,78.75
1947,0.116087420191,AN,F2,Ts,78.75
1948,-1.65159555812,AN,F2,Ts,78.75
1949,0.625695816242,AN,F2,Ts,78.75
1950,0.0428490077386,AN,F2,Ts,78.75
1951,-1.35852581518,AN,F2,Ts,78.75
1952,-0.521839835742,AN,F2,Ts,78.75
1953,-0.0837233615405,AN,F2,Ts,78.75
1954,-0.337128695587,AN,F2,Ts,78.75
1955,0.820277326123,AN,F2,Ts,78.75
1956,-0.78028531035,AN,F2,Ts,78.75
1957,0.515038481655,AN,F2,Ts,78.75
1958,0.175987566175,AN,F2,Ts,78.75
1959,0.596931807621,AN,F2,Ts,78.75
1960,-1.22671816618,AN,F2,Ts,90.0
1961,-0.650448662979,AN,F2,Ts,90.0
1962,-0.650448662979,AN,F2,Ts,90.0
1963,-0.626012927602,AN,F2,Ts,90.0
1964,-0.597138523042,AN,F2,Ts,90.0
1965,-0.77712195153,AN,F2,Ts,90.0
1966,-1.93208771153,AN,F2,Ts,90.0
1967,0.776621209063,AN,F2,Ts,90.0
1968,-1.17547371744,AN,F2,Ts,90.0
1969,0.107722770436,AN,F2,Ts,90.0
1970,-0.8638427225,AN,F2,Ts,90.0
1971,1.58739960571,AN,F2,Ts,90.0
1972,-0.466150584615,AN,F2,Ts,90.0
1973,0.888935502893,AN,F2,Ts,90.0
1974,-0.497223912649,AN,F2,Ts,90.0
1975,-0.0737622189327,AN,F2,Ts,90.0
1976,-2.31476811801,AN,F2,Ts,90.0
1977,0.609103006723,AN,F2,Ts,90.0
1978,0.792041640473,AN,F2,Ts,90.0
1979,0.107722770436,AN,F2,Ts,90.0
1980,-1.53892536382,AN,F2,Ts,90.0
1981,1.55890986171,AN,F2,Ts,90.0
1982,-3.68941284559,AN,F2,Ts,90.0
